Brand,CPU_Speed,RAM,Storage,Screen_Size,Weight,Price,Price_Hashed,Price_Encrypted,RAM_Encrypted
Acer,3.341110589061807,32,512,13.611945328731418,4.0931489226598785,18501.83273321414,1ab75c9a76df5af1a9800bc1c2394bff5334234916f1049bd6f4ad86830d3d51,gAAAAABoIXsZWzhD66WUmzMqdvi2J1Y_Gy9DmJMNRC3VlwTPMRHBJPToHywmcgITBHNxMZFzsuZ6BOqyiYgMiQX4eIMxp33EZqGLRjwJcSJkO3qrB6SWv2A=,gAAAAABoIXsZidDKzpLDOpFsQlIng3faIfGZoogwsdT1PMcUpja9HCDAi3_fR626dj_Tg77MpGmjCsHKBrf0ikDaK-fXVfA88Q==
Asus,3.835917536922537,4,1000,14.295858628880623,3.0923383250314984,31967.607631536364,cc5d53247bb05bf452e7a6fb5f299dd4e7b77719007d2f200ab2fb497c02e29c,gAAAAABoIXsZTmaGfHdytwJH-XxLm9xpCHgJ8ISRW-TL6PEpgUu9WCytsbwqvtHhB1OGAKVPEx5h4Ah8JQNU1JQKlTHmWQGUK1TX5dxWsQZxJg0d9Gl2eD8=,gAAAAABoIXsZjLdQFLkdgFQIFwaIchCRGq3J3Fqk18dyvGIYjgAwC7PEoIxywjJTem8piOg7_EXM2HE1fUQeMTKgH1QfU8EEtg==
Lenovo,3.813921282266941,32,512,12.871904121958512,3.6986450472578496,18534.108629919712,06b3c6ca37e5fef3ba7f69c3b11f896842f0e9f4bfba72137e429be10171e1d4,gAAAAABoIXsZReGQyM9lUaMf57lMLwNAKRJRdB8NIph-gw5Dzgq7g2DvmPE6jpa6_5NzhxdOVhdNdWmTIvQxO_FkPJCrBcK7tr5ILaTi25_olOo5aggMnq0=,gAAAAABoIXsZMcQ47Uy1UtJT7X66QFvySDCMqxAnnxWtO4CEqiluKB9ka5LTgg2QWu8G5hWesLW0AYl8JG3_9ziZULdpFmbcyw==
Acer,2.6270984285103305,8,512,13.895002521412163,2.018772413079411,17495.98363758707,1c3514d02fadb490459d0621f8dbb4840dad5e1467ec32970d1c56ec0a074452,gAAAAABoIXsZGgiU5YOz3ywC7vEMOmqKaY6sRwPlstHjvPgciNtSAqb19giRYA4NO65BCrm_7DWcX_o747SchoEtdAGOSO7ConQ4_2onAa9zRqOM6J36AvI=,gAAAAABoIXsZk6SGkb-m5BHkW2giE-KIEBRrbiiKw0YedB_GOEEwge8WpehzBx9lpA5YabsZ6g_01mUiNmtxLBMkcsxLjToI9w==
HP,1.783095114601888,16,256,14.040035893896475,2.1856571050414257,9731.982415267874,befd86541b00a1beea95c3c064e3b21738217b541cea9ae39e76d682df68a607,gAAAAABoIXsZRIvn4fSECoIyOPUQ9-Ll7MS2uir-2AvB6tiWDvJwTCpF4raB3K3kywoLcX0wBPOyG-cLsOT7-F1K35waD_sIKWrl09ilymUXXS0QyvAb1Jw=,gAAAAABoIXsZx16w2G7dMi0gxmYdPQcdl5KcaB5U_N5h6R6cdYv1h67mqPbJtP6tElXklwSVbiXW2mPeO6qplPVgsV7r0MPfgg==
Asus,3.9621029974058364,8,256,13.323423627068575,3.6061038235449536,9831.389961542602,a32e8112ad4cca6a4c5b4678e9a84823ea26fe724850bb8cd552aa77253725ac,gAAAAABoIXsZytZ0xbpQ0_wcXSSjmAkqE1kN64hTxe5Qy1jZpNscJV_tjvYuf4z894VFFjT-5ECeiT9rZFLkp6HHNTQytKChi_I_CVTZTMeU97x4pf0VcIU=,gAAAAABoIXsZu1afeMGuyAluTqB2Grnb63Y9OYAbyDFkD0OOX_K3hVXoY4vkgvYwrrDuVz5BIJurK_ddfJ8gXBeB8BzdCvyZZg==
HP,3.5972452161148354,32,256,16.439433264032978,3.698214939344495,11038.928125612203,18a4f93456da04f9e0f4853fa963241edb1766db6264cf3f136140eaf7a6800d,gAAAAABoIXsZrSujBXwyBChpLkU1gEw9GGxjbI2rJG_QxSDLwtLFx3t9gWVCmdiygfxlzG4wn5gcQVnZ38LYgUafmOUUXDXmI6Yge4mlX3CM6icUCcKE5yQ=,gAAAAABoIXsZUdl4jZrslS70HKWLpdIyqF9KfJo7EYr-u6phLyVzNm5Clzf4emgNXqW6Of_-OtD0TgsDTBer4ccYZkiyhGB0wQ==
Asus,1.8116567030081672,16,256,11.096371189886037,4.254358833378031,8971.512504748447,da2d995346a35c31f2cb036ddd79a0f5a9a4140da81b88c8c7419a60fef40691,gAAAAABoIXsZ7SJQmCEc-MoVvnPStfotTNrsCajArBZlICFJIG3MAyeEhC0ITq2DZgjRY2xIbIYoiyc2P3OTDfv1A8gdzcQuEKMwEA0MGsNkhK1HRxPGXJY=,gAAAAABoIXsZdXAUg3qNBeiPKcpVeVAL_Z1kZ2Tz2BT6wjmV54gWhCvSLvIQu4DC2TC92FFVqjtLcD4U8BrkTotq1tjFBEj-Pw==
Acer,3.802104706543431,32,256,15.693027578547477,2.3958959588718853,10915.05717304083,d8763bc92b2968e21aba7a08f16922ca22d9c5248a821c374ced1c8603cde768,gAAAAABoIXsZNvgl4Rn5dWBwalsxtoUBAIIq2EsfohK07ZA40p0rXQAYh8CjD082Itvt63KIw1_kVjJJoXngvXgPiYWlIWetuNvT-wW0QbZq7FoaIYdukhc=,gAAAAABoIXsZnVP0ZwjM4kZ9tV0h0yRLL8eyJhwvX_2se0fzjdVhSDQ51KO3kZXN9vGLziMbFXbLP6Own6MH0vuLpUKsSOeM4A==
Dell,3.674740905155321,16,256,11.746296987447947,3.539549251270336,9637.891638203962,00efcb1507b5ab10a2e80b37f59ea694bd3b66f7ad09eb9310f3cf9b61bbc826,gAAAAABoIXsZiQIS0vdY9D1CY0jQcmJYmmdckxbtNC9CNI2tqK3-_RKtd8OyAaWt3V_sDwEwpF4PIP4PRkK2UGgmrv7nkFhxR9XV8o_zWGfTj9x7Nz1AXvQ=,gAAAAABoIXsZE5mY2u5NX3txBwwESm9V1Po06xb6rLWZd8qCGul-fD4-DqA7GlyTVtInsny4gc0X77Zey1znCYXjmPLV3oJCtw==
Asus,2.7970951428151802,16,256,15.785284163223196,2.5833429332950657,9593.110592180388,930869f03827b8fa2e51641ee24f5bddb5e01a20a0d0575dad7f009c3f54e02d,gAAAAABoIXsZWtWjPb7d_yVnpvFqsoICCDcwazkvjrH4VEgIWoUt2-ONoYG-wzU1_7LiN8RIuMd05nYIzR61BmgPdJDw223K7GnDhiOnWvl6eNPGlZSjZfE=,gAAAAABoIXsZHQG64IatQev5GAXEOfeuaP7V6apcLtyrVNniT6Rcct3q3emw5Bdterv-VnjuHOWc9T2UX4fi8hf8eqJp16SQ3g==
HP,2.9781885893623232,16,1000,14.695471494060328,2.279588358688084,31965.356609806408,02ef9675ecf6c0700c0986428113b2d9f188e11c68256e5bffd9d5d19577984c,gAAAAABoIXsZcnqHOg1797TtR-oMFD10AkRDSllqP412eMg3sYlgemT6MA5Nz1VHjsLO_b_a7YROTQYJgik9zUnaOBsHDXi-kX-aIhvtQcUhXseR5KW8PNA=,gAAAAABoIXsZ0sf-PBm--u0pLlWRrraBKKgv73NQqKG2ARNC3fNNS6N-2k4YRUFc0a_BJX3oIAsMWmUj8hJk1rRqHLY2CF-Jlg==
Acer,2.4975067596753258,16,1000,16.059668545618415,3.2314873821816636,32025.836689022144,fb3010b57354259609e2272ea204296bd8b47c3d478f52bcd58c35afae20ee9b,gAAAAABoIXsZFdpxDwygnB0JT66xLOIDWTG8zhAf5bUTvojP_lysOSNh3S-QhyWLunzlu8AE53cSwoYYbCd34Mh7gRKKrbRejkFxD1D6rEqPAty1UA3-TRU=,gAAAAABoIXsZUYD_uohg3WKbqfkiFGas4UYo_Ea2kf5T4eA05R1Z5d5xrBkfYPXUfTKAwtJCe3IqMox8qVnmtuXEoIqp3VQ3rA==
Asus,1.6369040970550783,32,1000,11.585085953845384,2.4900099442671717,32764.274431192793,bd1f5c10330d1fcef687d7a24ea1cee7ae7837da36a79c26bfff745c6750bf3a,gAAAAABoIXsZU6tkj0ow0X0dmuys9oSFLDE9B8xeN4Eobgog9qhcdgWyXnlIoYRB0gL6E9YMUPKdhL1-4d0ifqDYs_lgWOhaMJMeOQ9ifdHp6F0LCUmiI88=,gAAAAABoIXsZp_shVAKKY_Gc1IGLhcaa8PHgyfwK2ppabBacbTVv72Gq88NcmFLJyyBBUnXisbgTtyye2M9vUbvI3mbpr-2euA==
Dell,2.3379931041147524,16,1000,14.353883804598645,2.6653459345769557,32114.820802570495,957dff706d3e9dd5787aad85584d9141f51e229773ff7d8fedea1a7bea752e8b,gAAAAABoIXsZwjAMfOthC6iyrgauTDPgKY520aoIlTQ09SloKIhaaqEk86V4BrIK-M3VXpgTbS7BXS2zVDtY4wjJLG8ssmb9-doW1bvlAxlLrpRlEfkWm3o=,gAAAAABoIXsZNfKy5ONrzN2Wg_PR5i22atkF-YdCewiJY1vZ4OSI4MsbI9X_t4dMbyIeebiVdDvyT29EoOAnnwG2KkCj5AROdw==
Dell,3.5071336214950284,16,256,14.006527281573183,2.9526637396085054,9929.514355970865,0d0c5e7b3577a15080804bcd066df7fa5ea1eb71b90f6a474d4a5d08ae222508,gAAAAABoIXsZuLJXGg_HUENA1dhmjpWhUagKCWJzqQaTmcTbvkXF8nWT7_AMpEkve16gN23-cHk_0T_Q5C0WCV0eO6jk_Wfv7BaqCt6FwUhXlF6PSIAEFkQ=,gAAAAABoIXsZERoWP8QAEC5ICTgCajeU8lxBqgLHUVyUu6bFtuPLWowbNDyZ3lEKgra03TkSVcSEeZvy4ulxdIQ3UXrWdN6abA==
Lenovo,1.511580057511507,8,1000,15.237159097780152,2.7781652022295886,31623.814229676802,86d5c39156302376c5bc3c3ab5260bfdbdbbfb0c8f015350662a7fa9e617301e,gAAAAABoIXsZgvqoajXg4iCTioK8UnfxlGu0Oy8KafXx8RPwkb8URwjC4mqM2uEVrcG-CqgefMluojmq-7BOVY6g19X0VS4dH7I4W0NLBkB-714HtUmVv6s=,gAAAAABoIXsZQcVBrP5I98EBC32NMWRrKsmoM2zgDA8DUgl-LQYxMEOKwqth2cdQA0XhrnQ6w1h5_2TJbr7ZBRMXr5vm1svehQ==
Lenovo,2.3337479292278607,4,256,14.205743311362054,2.2627738922178393,9264.933977469056,652e45cefdf8571ad409a4c6e3cc79d84c9ebed27f369f963f0cc0107f8f9d21,gAAAAABoIXsZvROrR3MTI4Zgpa4HNYerwRFoGo-8Iap4twGLAxJutTxvQFknYgK6JQrqVnM2rW7JcrBQ0efm6IIzOAmVkeUFNWmSKCM78Oi6vQqN41GkAtk=,gAAAAABoIXsZNqao29txUQo0itqVAxN-NkohLC_mZPi0stbD4Pcgjc6mWn7fQvEosWcEivmCosQLjEi3QcD2oeqrj5yfHvDW4Q==
HP,2.4954217339773583,4,1000,14.244407402798625,2.2697487345791068,31549.79984535232,0255d396cd032c9138f6ffd46972885178db193b25a91312565920c91edb9178,gAAAAABoIXsZRmIj0IEcvuA-JVoLGjpdRDVmHh0esnbkc6AtBJYiOV7lrNUDxwuITdWwVk23z74LZ33EPDdFDlfiLXNbA2GQdaA9VD2OcanHvJI5x7z2zlc=,gAAAAABoIXsZNPcMy87nXrClrlTUkfMETrdDz11gG1sGs_65JwTKkPkq2BA2BGG31GnDm5Yv_rR3m2HS1NOqyio3h3HDU7tOzg==
Asus,2.8434890073448074,8,512,13.577575661456388,2.5797482457025045,16729.550875026107,625987ba72165c964b59d7fabea4812c983696715f9e3203415281c66406fb89,gAAAAABoIXsZ0UVkkCeLCEdONulHRBz1ak8V3YSgqkXcjTz6LPdLurLM7Bg0DL3r62PEXB9c4SxxKLkhRrH-D9IZUQAVha5zW51A-3a-WSGhYOcbtQz7FFY=,gAAAAABoIXsZH7vJVrRr_TNXuQX4wEbbhoSdzOEu_6T_gTII6ccAhITVkb3DXs1oh8hllN22VcQTXevcjFTWWhSQcJw9y1jJdA==
Asus,3.7996390410319014,8,1000,12.853006544044046,2.151677563878617,31747.60460557713,12b6528f5ac80e5cb439f9a807d261eccd39a7607f80dc1a47c4405a8bd1d483,gAAAAABoIXsZpbk6fFcvrvWPf679J_-z7n_vsSH5w-aMFvnwQ94HmcMUbHG7_EdYwm24JEyPqClFgxInyF5VQg5r932ZTNv-8ucjQlJYgMYFbI5ZVt7Cuws=,gAAAAABoIXsZfmfDzFyhtp8NKiPsl7LyyKc6XVqVKfTQGs3rRD3H3adPW5XrL1ddcKnD-dbm2ltXlWNB2LFvvBny3XUSVwBRWA==
Lenovo,2.3658649859149032,32,1000,13.893586167513153,3.8793710590307815,32817.51657673146,d6ebcbe3ebd36677116c133cb727bdc1c09dd31c53dc2a141ea19ae7e9cbd715,gAAAAABoIXsZF0fsvGeEHtXrJvRp_nlcyae_6eC0GC70-3mSYUZEmWD1sXQ_OnR_TYPLaK2ALH97ScZk1bWJPGFtIpzu-_kDKrNflngbV_wbHGriOoMwoOw=,gAAAAABoIXsZoFX5famXiAec83j56N2UuqpKIoSOtxOjbt6jSPjxXo7I1596KH0H0PAxRPbIkcMmxpSTTLIjzgmeFVwttFoUiw==
Asus,2.367383004740569,32,256,11.710954152610404,2.8619801495267057,10605.76645913327,e768cdc66143f7c83c77a097084ad0d2bf67098c9a661a45762b7ede4fa7d454,gAAAAABoIXsZhPHYmH0sTbG3tdrICvJOHfPGg8GtFp7sGCBcuvAsaEgT57-NudC3rfgJqG2ChAMxhsD0f0uAFLVeyBGRljPP7JoKsAAsG0X1O5cIHXSGuyA=,gAAAAABoIXsZHRdi9ZtsZFGWijlFeGiKREa9HMRDJG4i2vHu8QSimxYm7MeCEHOLm_kAaxuwvBtDgwFjO-pRMvfOOSu2zxwdGA==
Asus,3.343753120274371,32,1000,16.769080033898508,2.839237903307213,32810.02391415497,412ffd74cb04923222c33671aac8652a9aa5789d35a3bf2dcb0107494bb4b3d4,gAAAAABoIXsZMXB-cMBQMYxHyDfVKnNu6wxZOo6EBiAs9oefhdHED8Xu3Q1SBW-x8489ulgrMZw6wNfJh9Rm7_wIjPtPGuv6PIwES4BWKgrQLKD7qQp4kKk=,gAAAAABoIXsZ_epaVsFD6i9D9LDqfsEVEXKuEWTKJjGWukxbLXu3XJSOQ_ZmdVhnYD-tErSq-JZluusEXscBWXZyS0SJW8rlfw==
Dell,2.630544852224518,8,512,15.286464581759589,2.9959948827132954,17059.609275297906,0bfcb30df696e40089e724d7d8447b405163b82f2a609ad12db0214db50ead94,gAAAAABoIXsZXjo2Mvaj3DTazwdYIrEARmEhqJrsrq80Oexpti2fBMCmnBL1aG-jjB4dA28On2Om2Ydvb06Vjxvg4ZMHYa6rHCIE91Qv1bRpdwE7pvnItxg=,gAAAAABoIXsZLyaSScT1642jhRTtrcRe2MEQ0hj-yFUvF9-ZtIUsiP-PRI9AFa29ybZEWOUo7h3IKmWBE8pde18MDWO62-UfUQ==
Lenovo,2.061512057349955,8,256,16.71480270012708,3.988388822629165,8973.58968596835,4c2d77ffc3a39a47bc67ccbda5d2f30293c0401cbf87baa33e66a067c594150c,gAAAAABoIXsZNi-P7yXAA-sByCp5xcV5gRTNNsAdzh-D82mAAmC1AixBabeavDPvrflsKjSFNPhOrFJx2fsaMunJbM73Z3P5tzL7agUBPgBcbgksPrAz9Cs=,gAAAAABoIXsZ9MeFXP_ry3FeMhNDHrTyW7LcN6NfvyBOKfwyo8kW9JwuuGM7cNzi0EDp6k9h-gDmA8wdqQiPpUPC_yqS78OBpA==
Acer,2.6310987903317336,16,256,12.36036429397978,4.611901644450471,9912.491624645294,20da83692f8fd2b7941383ca2b0706a7f29b84b742b5c4480f43bce03aab1f11,gAAAAABoIXsZDlUv_AGv8KT0C4-O3hH5Ogu6A-sIG0vjESI7tmS_9ULNNeMxG2UzWR_Emq-Es3vn9cJjUAtJppUhoAEq63T9dGpH6l0kH9n_yhPwK-NQADE=,gAAAAABoIXsZyoyAICyq3lYhcgak98Quh7yxcR3SBLwKjCNYGAAFCOT8szl28s6d3POk78XUakOAUTsPuUr8dxE4vjA9wqfvYg==
Lenovo,1.8521425509494995,32,1000,16.276046121059167,4.277260797666916,32801.64628030737,a166ef232bb8fe9b718ec02934b7ae843c9a54f0cb3e780d0ec0c7343dcbe94a,gAAAAABoIXsZ6MwyNXoQ8IFWaALcdqCXE8TdSOx_b4xp9m1KnmGhIiTc49DLUPngkhZuliYyGC-DqKhoxc2uqS_X9S_z5JCUMOp6LE3eE8c-vRFxUbSTmA0=,gAAAAABoIXsZnfC0oJADzso7PVTCKBslh1u6yraN5HQRx8CWRKdEsw3jv-GSFYpe-XE0l4XN15HoooTK1M-V_DQg7k444Xz_2Q==
Acer,1.9409674662655583,32,256,15.852739907381231,4.182587690675285,10174.195207302795,dad529924f59169af1353c38bc3b3c6fbfea4f6a096a4afad994cb8d54caddd1,gAAAAABoIXsZ736HvBDjCYmVX9v_sLtJoqmCGc7KpNk0P1-ouYoDCP2ArPOefI7dq5xQpcKqpKUrPV-EymXFGqRFvoSvr2WjfbB_FxZt3BoKGSDUvvj44xA=,gAAAAABoIXsZde0AYYybNvNZROhMbFXiw7SXCRRUsElf2xJfOJKWWEeEj7TkWXJ_U31Ab1-DLjfNtTiA6g5i_fmmMPiZtFO6Ng==
Dell,2.7459194318486992,32,256,15.06291447474604,3.4531735568025477,10325.364732735776,36a79cb64e6a556c7fe1f8828546a70ff50654e5fce7963737899e33ebbf95e0,gAAAAABoIXsZgdXHb4dEDmjHqPFs-GtNUc06Gb7-pbbigw8yvChPY8Ltfz2a4ZNt4lmFo_yEZnQPiiJf-3TsxJfYyYGzFk9p4ciKMorUJTShU1ZSIhJ0pk0=,gAAAAABoIXsZJuIbAKlvHmxFwTz88IAyAmpmSl3ZZwKiqK5nUgZSMfjZhbDm_hqlEyBiTCpiZrk7LOyn3YR_DxI60Hh31TIUhA==
HP,2.5473136237613696,4,256,14.750175116511235,4.081416670902235,9221.138434690327,620ec0699317850a902f8612431d0bf88cdfa12bae94874b83382569c0dcc869,gAAAAABoIXsZMFz9Rgha7-cuhwadJBhDFqvg0ppXw1RfYpoF33KeT0nmQPqta0AWHuABnveLFuDEDff7Msn1UUKLRveQ4F0Jo533cm-BfNtEE_QUH7eCVQ4=,gAAAAABoIXsZT0D1hBwin-g2ubzkuGOZonMQXtRib2Vsc7viDhi64NjfJiV31LE-d3Y1MyS06GzDfbCvgdAyBW9fqv2YeWU2Cw==
Asus,3.78711475267025,16,256,12.89929799160722,3.6582871041007494,10233.785822237818,4495eba2f9fb5bfa52d53962e6cfad51673111e4f0716b8383fa1e7c98d22c1c,gAAAAABoIXsZNxy0yzzWNqwJHy05WyHd0h1V1PqKbcytV892vMdZp5ELJU8TnnOhlwx3wNk0VoR1O12SqaOst2O-ffBpQiRkBQX7nEcK11LYXE33lmSOjjM=,gAAAAABoIXsZ5TOKHn7pELFyl6Y-mGs6q2uiZ-DkW0RC2WrVF30j62ehxy_Zujm5tmb8tiP47J-O2qAnTczRx79Lqb4uB4ARtg==
Dell,2.4059847477915826,32,256,15.898464709790185,2.648751584559587,10333.321560418655,2cf58ce9b5f77c5d5bfaacd02ba1249785d6a4776bdddcfdff334675f38b2e12,gAAAAABoIXsZrTZoVFPoMD1dEEtvA8LUuVVQxL1eu3FjI7lsB7bz1OXPTxmbaxXXZ5w6ugZ69qOxzy4E3dAbBu7stKLaCz-Fe1k60TlMp2sE9rTPaaIuGDI=,gAAAAABoIXsZ12QnnKmruVubtVGlzkl5G4j1Zo2t9XWiACvWEjpr9sBAmThdDfOTuCgYLhfL8MZf1IdJEkE24mcMDMpbs8xQ7g==
Asus,2.951470875695109,32,256,14.009092768878403,2.625765103223152,10781.539201207572,b3aacc196fca93e062f2e212b276e7c3f8177e2a6435b41dd439248a8e37deb7,gAAAAABoIXsZQ7o8KVOs1e7Wgw_Wwg1E30t66NMlkrrSYBpzpks2SdJnMPnnE9rbqrE3ExZvww6aD0UJQ8ShrQqCMWaRBmmbVAzJZPYr7pyoJzXkWQEHc7s=,gAAAAABoIXsZJjbYc7yOV_x6yV-qMyYhrB9JW8_OE-GZ_qXLvseOteAgxqrtKkVBaWy61JkOtfrvzcspGwpiZDKsdmdY997yhg==
HP,3.080660719798826,32,512,11.425349455347712,2.8891760206258503,18167.2998292549,c9d5ca3808062fe1a2d129d9d871dcee74ace265c16d50473804763adee3cfc4,gAAAAABoIXsZtuSnRjj7kt2neo-nvOmmMin0nT09nso5Fcc1kV2AUa-WE-4FZKexTkf6WnQPeKe5H85evIPcz74ZhSAF_72-kQinVCYkhrwUg1OpxgJwg20=,gAAAAABoIXsZqC9GxXXHGzq0y1RKWwjQDelYtlUPKOonVt7o31ljAAcjTVX8UwqyxdpkhcVx7fly8Pe_2Vt70eqwUuz1kCm4dg==
HP,1.532736141470834,4,1000,12.87717896513078,4.73240801290944,31381.405548006263,87738d99784dd64fde186fbaac9e867337bc1351a39704e236786aa4ebc8e70a,gAAAAABoIXsZxx0UwI3Ytc3J0DUv94KgK_tAWznYDbxGCexbQTXeurok2navWKtoEGvZKOzb-2iYxLO2sizLS67Ft_ZIkWwjW0qatAI9XkzhBt3mKm1OYfE=,gAAAAABoIXsZrCJbBFmTqeu98jM-UxgVRlg0MSDCnx_s-D1XQtXsUdri2zEF1PFO13ZlQeSg7uBxfT4efoGUpkON5j_bP2pHAA==
Dell,3.1588434300417765,4,512,16.611782591271965,3.642244521139178,17124.220074695466,e70393ae6553a7fcf02989c9245cad822883813eabeb61680087b7281388c076,gAAAAABoIXsZX937a9leTjFOQQP-yeKWMXan0gVsmITiEucEOjI7uDb0GwcWRvo9Bk-hbWcdTw7T_sgkH_BYG3W0WpSFiTtim5FqeY2AM6JuKylNMV1ceMw=,gAAAAABoIXsZ7dC4aR84ckqfOCiv9vhm0K8MDH-l7clRfvohK5Il8SHZppvLuOJIByVSASjxsyixlyvKVpGuFQXZ7USdzhTSyA==
